event_id,object_a,object_b,miss_km,coarse_miss_km,rel_speed_kms,alt_km,closing_geom,risk_score,high_risk
7683,STARLINK-30377,STARLINK-31485,6.8206,7.24,0.269,484.3,0.0383,1.5,0
7684,STARLINK-1554,STARLINK-34427,8.2639,8.478,0.324,479.3,0.0383,1.5,0
7685,STARLINK-32836,STARLINK-35848,9.415,9.419,0.364,465.6,0.0379,1.5,0
7686,WT 1B,STARLINK-31940,6.8022,9.589,0.265,488.6,0.0378,1.5,0
7687,STARLINK-2628,STARLINK-36308,8.6072,8.699,0.333,479.5,0.0378,1.5,0
7688,FLOCK 4G-7,FLOCK 4G-24,3.4457,4.409,0.138,472.2,0.0379,1.5,0
7689,STARLINK-33585,STARLINK-37156,8.9243,9.031,0.341,465.3,0.0374,1.5,0
7690,STARLINK-33533,KUIPER-00646,6.859,7.241,0.263,474.4,0.0373,1.4,0
7691,DMSP 5D-3 F17 (USA 191),YUNHAI-3 02,5.2043,6.163,0.201,847.6,0.0372,1.4,0
7692,STARLINK-30829,STARLINK-32250,9.0344,9.068,0.34,479.4,0.0368,1.4,0
7693,STARLINK-2611,STARLINK-34661,7.4258,8.22,0.281,465.9,0.0368,1.4,0
7694,STARLINK-2725,STARLINK-30565,9.6985,9.701,0.364,465.8,0.0368,1.4,0
7695,STARLINK-37090,STARLINK-36671,6.235,6.235,0.235,462.8,0.0365,1.4,0
7696,STARLINK-3989,STARLINK-36345,7.9293,9.021,0.296,466.5,0.0364,1.4,0
7697,STARLINK-30296,STARLINK-36786,7.6269,8.246,0.285,465.5,0.0364,1.4,0
7698,STARLINK-2213,STARLINK-36761,4.4789,5.449,0.17,485.8,0.0363,1.4,0
7699,STARLINK-3292,STARLINK-35111,7.8762,9.043,0.293,479.3,0.0363,1.4,0
7700,STARLINK-31051,STARLINK-32894,5.5949,5.625,0.21,476.4,0.0362,1.4,0
7701,STARLINK-5244,STARLINK-35384,9.0267,9.032,0.334,474.9,0.0362,1.4,0
7702,SCORPION (RS89S),ALSAT-3B,2.0513,2.539,0.082,511.8,0.0364,1.4,0
7703,STARLINK-33799,STARLINK-33815,8.3495,8.42,0.309,465.9,0.0361,1.4,0
7704,STARLINK-3449,STARLINK-32674,5.9864,7.581,0.223,460.3,0.036,1.4,0
7705,STARLINK-33741,KUIPER-00647,7.1209,8.586,0.263,465.1,0.0359,1.4,0
7706,STARLINK-32021,STARLINK-35247,5.2584,6.286,0.196,472.0,0.0359,1.4,0
7707,STARLINK-3690,STARLINK-5240,8.1696,9.084,0.299,465.9,0.0357,1.4,0
7708,STARLINK-35085,STARLINK-35751,8.0719,8.656,0.296,478.9,0.0358,1.4,0
7709,2024-094A,PRSC-EO1,6.8662,6.868,0.252,532.7,0.0357,1.4,0
7710,STARLINK-4091,STARLINK-32144,8.1042,8.259,0.296,473.5,0.0356,1.4,0
7711,STARLINK-3172,STARLINK-32025,5.076,5.108,0.188,463.3,0.0356,1.4,0
7712,MERCURY ONE (M1),2025-313AG,3.6406,3.74,0.136,502.6,0.0354,1.4,0
7713,STARLINK-34992,STARLINK-35712,8.1927,9.632,0.296,479.2,0.0353,1.4,0
7714,STARLINK-2720,STARLINK-4190,6.5555,6.691,0.238,480.9,0.0352,1.4,0
7715,STARLINK-33681,STARLINK-35967,5.5209,6.881,0.201,461.3,0.0351,1.4,0
7716,STARLINK-32313,STARLINK-33785,8.1373,8.538,0.293,465.9,0.0351,1.4,0
7717,STARLINK-3802,STARLINK-34527,5.8606,6.805,0.212,460.9,0.035,1.4,0
7718,STARLINK-4474,STARLINK-30565,6.9373,7.266,0.249,474.1,0.0349,1.4,0
7719,STARLINK-32297,STARLINK-33751,8.1954,8.203,0.291,465.9,0.0347,1.3,0
7720,STARLINK-1983,KUIPER-00634,6.3209,8.711,0.226,484.4,0.0347,1.3,0
7721,STARLINK-4212,STARLINK-32121,7.4493,7.779,0.265,487.1,0.0346,1.3,0
7722,STARLINK-33533,KUIPER-00646,7.3914,7.395,0.263,474.4,0.0346,1.3,0
7723,STARLINK-5155,STARLINK-35947,5.3025,5.638,0.19,473.9,0.0345,1.3,0
7724,FLOCK 4G-27,BLUEBON,6.7606,8.532,0.24,489.6,0.0345,1.3,0
7725,STARLINK-3755,STARLINK-34272,6.1905,6.569,0.219,460.3,0.0343,1.3,0
7726,NUSAT-49 (KLARA DAN VO*),OTTER,3.7355,3.829,0.135,491.5,0.0343,1.3,0
7727,STARLINK-2134,STARLINK-34323,5.4199,6.415,0.192,485.5,0.0342,1.3,0
7728,STARLINK-33640,KUIPER-00634,8.5479,9.117,0.298,478.9,0.0341,1.3,0
7729,STARLINK-2586,STARLINK-34500,7.307,7.536,0.255,466.1,0.034,1.3,0
7730,STARLINK-4112,STARLINK-31441,9.3721,9.393,0.324,465.8,0.0338,1.3,0
7731,SAUDISAT 5A,COSMOS 2605,6.7625,7.794,0.236,499.3,0.0339,1.3,0
7732,STARLINK-2657,STARLINK-34492,9.8926,9.903,0.341,465.8,0.0338,1.3,0
7733,STARLINK-30274,STARLINK-31253,8.1932,9.708,0.283,479.5,0.0337,1.3,0
7734,STARLINK-4732,STARLINK-35485,8.5133,9.535,0.293,479.7,0.0336,1.3,0
7735,STARLINK-3802,STARLINK-34527,6.0819,6.309,0.211,473.3,0.0336,1.3,0
7736,RESURS-P 4,STARLINK-36930,3.1457,3.235,0.112,465.4,0.0335,1.3,0
7737,CONNECTA IOT-3,LEMUR-2-STAS-GORBUK,9.5832,9.862,0.327,516.2,0.0334,1.3,0
7738,STARLINK-3175,STARLINK-32031,8.0315,8.043,0.275,466.0,0.0334,1.3,0
7739,STARLINK-35221,STARLINK-37158,9.2771,9.604,0.315,466.0,0.0332,1.3,0
7740,STARLINK-2748,STARLINK-3859,7.7435,9.079,0.263,471.6,0.0331,1.3,0
7741,STARLINK-34835,STARLINK-36843,8.0876,8.946,0.273,479.2,0.0329,1.3,0
7742,STARLINK-32112,STARLINK-33577,9.0915,9.441,0.307,479.8,0.033,1.3,0
7743,STARLINK-1356,STARLINK-11199 [DTC],7.243,7.499,0.246,358.2,0.0331,1.3,0
7744,STARLINK-5444,STARLINK-32840,7.8419,7.864,0.265,466.0,0.033,1.3,0
7745,SWARM A,SWARM C,5.5659,5.998,0.19,414.2,0.033,1.3,0
7746,STARLINK-3564,STARLINK-35395,4.4473,4.985,0.152,485.3,0.0327,1.3,0
7747,STARLINK-32790,STARLINK-34816,6.2098,7.873,0.21,479.5,0.0328,1.3,0
7748,STARLINK-3158,STARLINK-32178,8.0359,8.524,0.268,466.0,0.0325,1.3,0
7749,STARLINK-2640,STARLINK-3323,9.5238,9.535,0.316,486.8,0.0325,1.3,0
7750,STARLINK-3252,STARLINK-34597,8.4697,8.54,0.281,479.5,0.0324,1.3,0
7751,STARLINK-2682,STARLINK-31616,9.3135,9.616,0.307,479.5,0.0323,1.3,0
7752,STARLINK-3606,STARLINK-36204,7.0334,8.037,0.231,474.5,0.0319,1.2,0
7753,STARLINK-35919,STARLINK-35791,4.5207,5.964,0.151,472.7,0.032,1.2,0
7754,STARLINK-2373,STARLINK-5094,6.9929,7.122,0.23,455.2,0.032,1.2,0
7755,STARLINK-2431,STARLINK-3829,5.9956,6.959,0.197,485.9,0.0318,1.2,0
7756,STARLINK-2725,STARLINK-31984,4.4114,5.457,0.145,472.1,0.0314,1.2,0
7757,STARLINK-3724,STARLINK-34551,5.8263,6.272,0.19,476.7,0.0315,1.2,0
7758,FLOCK 4Q-11,2024-016D,7.2853,7.474,0.235,407.0,0.0314,1.2,0
7759,STARLINK-3298,STARLINK-4618,7.2602,9.969,0.234,460.6,0.0314,1.2,0
7760,STARLINK-3612,STARLINK-36238,6.3764,6.416,0.205,476.5,0.0312,1.2,0
7761,BRO-17,AC1-003,0.6623,0.723,0.027,524.7,0.0313,1.2,0
7762,STARLINK-2495,STARLINK-35399,8.3217,8.59,0.263,479.3,0.0309,1.2,0
7763,STARLINK-32585,KUIPER-00496,6.0345,7.546,0.192,468.4,0.0308,1.2,0
7764,STARLINK-3847,STARLINK-30893,8.6129,8.652,0.271,465.8,0.0308,1.2,0
7765,ONEWEB-0606,HULIANWANG DIGUI-66,9.8042,9.983,0.306,1173.6,0.0306,1.2,0
7766,STARLINK-32182,STARLINK-34721,7.4693,7.595,0.235,462.9,0.0306,1.2,0
7767,STARLINK-3755,STARLINK-34272,6.954,8.029,0.219,473.8,0.0306,1.2,0
7768,STARLINK-32034,KUIPER-00569,7.8451,7.882,0.246,485.9,0.0306,1.2,0
7769,FLOCK 4H-31,2025-313Z,4.3686,4.432,0.139,504.9,0.0304,1.2,0
7770,STARLINK-2542,STARLINK-32082,4.8032,4.961,0.152,471.9,0.0304,1.2,0
7771,STARLINK-3819,STARLINK-35667,6.9254,7.885,0.217,473.9,0.0305,1.2,0
7772,STARLINK-2736,STARLINK-4256,9.8433,9.912,0.304,465.9,0.0303,1.2,0
7773,AE5RC,ZORKIY-2M-VPE,4.2581,4.594,0.135,493.1,0.0303,1.2,0
7774,STARLINK-37090,STARLINK-36671,7.5702,7.711,0.235,476.1,0.0302,1.2,0
7775,STARLINK-3700,STARLINK-31142,4.7272,4.779,0.148,471.5,0.03,1.2,0
7776,STARLINK-2504,STARLINK-35609,7.8466,9.346,0.241,465.8,0.03,1.2,0
7777,STARLINK-1558,STARLINK-34553,8.6478,9.135,0.265,465.8,0.03,1.2,0
7778,2024-094C,SCS-01 A,7.3514,8.728,0.226,513.4,0.0299,1.2,0
7779,STARLINK-3516,STARLINK-34414,7.8874,8.056,0.241,474.4,0.0298,1.2,0
7780,STARLINK-3819,STARLINK-35667,7.0801,9.029,0.217,460.2,0.0298,1.2,0
7781,STARLINK-2621,STARLINK-34647,9.2369,9.243,0.28,479.0,0.0297,1.2,0
7782,STARLINK-3675,STARLINK-31127,4.6123,5.155,0.143,472.0,0.0297,1.2,0
7783,STARLINK-4595,STARLINK-35038,5.9272,5.927,0.181,464.6,0.0295,1.2,0
7784,AE5RC,ZORKIY-2M-VPE,4.3484,5.895,0.135,506.7,0.0297,1.2,0
7785,STARLINK-1443,STARLINK-35621,6.2998,7.253,0.192,472.4,0.0295,1.1,0
7786,STARLINK-3449,STARLINK-32674,7.4027,9.847,0.223,473.8,0.0293,1.1,0
7787,SAUDISAT 5A,COSMOS 2605,7.877,8.337,0.236,483.3,0.0292,1.1,0
7788,STARLINK-30934,STARLINK-37288,5.9075,6.558,0.179,461.5,0.0293,1.1,0
7789,STARLINK-2046,STARLINK-34481,9.0074,9.226,0.269,466.2,0.0292,1.1,0
7790,STARLINK-4020,STARLINK-30612,9.6784,9.699,0.286,460.3,0.029,1.1,0
7791,STARLINK-35677,STARLINK-34861,7.9886,8.006,0.237,462.7,0.0289,1.1,0
7792,STARLINK-32188,STARLINK-35183,5.595,5.842,0.168,485.3,0.029,1.1,0
7793,STARLINK-3329,STARLINK-35752,7.9689,9.554,0.237,473.8,0.029,1.1,0
7794,STARLINK-2432,STARLINK-34585,8.1586,8.188,0.241,479.1,0.0288,1.1,0
7795,UTMN 2 (RS27S),STARLINK-35057,2.8988,3.115,0.089,479.3,0.0287,1.1,0
7796,STARLINK-2367,STARLINK-3971,5.2015,6.183,0.155,467.1,0.0287,1.1,0
7797,STARLINK-2615,STARLINK-32438,8.9951,9.565,0.264,479.5,0.0287,1.1,0
7798,STARLINK-2535,STARLINK-32078,4.8919,4.934,0.146,485.8,0.0287,1.1,0
7799,STARLINK-4723,STARLINK-34819,8.5004,9.149,0.249,465.6,0.0286,1.1,0
7800,STARLINK-3929,KUIPER-00490,8.2626,9.135,0.242,464.2,0.0286,1.1,0
7801,TRANSPORTER-15 OBJECT CN,FORESAIL-1 PRIME,2.3195,2.369,0.072,522.5,0.0286,1.1,0
7802,STARLINK-32411,STARLINK-34906,7.6218,8.096,0.222,465.6,0.0284,1.1,0
7803,STARLINK-4403,STARLINK-4384,5.7803,6.108,0.17,566.2,0.0284,1.1,0
7804,STARLINK-4712,STARLINK-31264,9.3289,9.587,0.27,466.9,0.0283,1.1,0
7805,2024-173E,PHI 1,7.966,8.771,0.231,502.8,0.0283,1.1,0
7806,STARLINK-4000,STARLINK-37355,6.1424,7.083,0.179,460.3,0.0282,1.1,0
7807,STARLINK-4532,STARLINK-33715,8.3481,8.435,0.24,465.9,0.0281,1.1,0
7808,STARLINK-34856,STARLINK-37158,8.3466,8.72,0.24,465.7,0.0281,1.1,0
7809,STARLINK-3363,STARLINK-31230,4.676,5.828,0.137,473.9,0.0281,1.1,0
7810,STARLINK-2592,STARLINK-32690,7.8542,7.908,0.225,479.7,0.0279,1.1,0
7811,STARLINK-3250,STARLINK-30562,9.6741,9.879,0.276,485.8,0.028,1.1,0
7812,ICEYE-X6,STARLINK-5482,5.9576,6.099,0.17,563.3,0.0276,1.1,0
7813,STARLINK-32139,STARLINK-35908,5.6664,6.305,0.162,485.6,0.0276,1.1,0
7814,2024-205Q,NAHLA,4.9754,5.467,0.143,522.1,0.0276,1.1,0
7815,CONNECTA IOT-3,ZORKY-2M 7,6.3574,7.175,0.181,509.3,0.0276,1.1,0
7816,STARLINK-2701,STARLINK-4288,8.5017,8.814,0.239,467.3,0.0275,1.1,0
7817,STARLINK-31811,STARLINK-32078,6.6492,8.211,0.188,485.7,0.0274,1.1,0
7818,STARLINK-1356,STARLINK-11199 [DTC],8.7226,9.939,0.245,373.1,0.0275,1.1,0
7819,STARLINK-5199,STARLINK-31146,6.7937,7.678,0.192,473.9,0.0275,1.1,0
7820,STARLINK-4778,STARLINK-37089,8.475,8.497,0.237,476.3,0.0273,1.1,0
7821,STARLINK-4474,STARLINK-30565,8.9167,9.864,0.249,460.3,0.0273,1.1,0
7822,STARLINK-3612,STARLINK-36238,7.3255,7.358,0.206,463.0,0.0274,1.1,0
7823,STARLINK-3977,STARLINK-31772,4.9963,5.354,0.142,464.3,0.0273,1.1,0
7824,STARLINK-3692,STARLINK-31039,5.1641,6.188,0.146,472.1,0.0272,1.1,0
7825,STARLINK-34702,STARLINK-37169,8.6676,8.67,0.241,464.9,0.0272,1.1,0
7826,STARLINK-4609,STARLINK-35159,6.6432,6.727,0.185,477.9,0.027,1.1,0
7827,STARLINK-33733,GUOWANG TEST OBJECT B,8.9015,9.15,0.245,466.0,0.0269,1.1,0
7828,STARLINK-2740,STARLINK-32221,5.5943,6.753,0.156,472.1,0.0269,1.1,0
7829,STARLINK-4728,STARLINK-34721,9.0018,9.245,0.248,480.4,0.027,1.1,0
7830,STARLINK-3969,KUIPER-00562,7.2098,7.493,0.2,471.0,0.027,1.1,0
7831,STARLINK-2590,STARLINK-32720,9.5984,9.857,0.264,479.6,0.0269,1.1,0
7832,STARLINK-34400,STARLINK-35368,8.8742,8.902,0.244,465.8,0.0269,1.0,0
7833,STARLINK-3746,STARLINK-34485,5.8652,5.88,0.163,460.4,0.0269,1.0,0
7834,STARLINK-2234,STARLINK-35595,9.4737,9.768,0.26,465.7,0.0269,1.0,0
7835,STARLINK-5443,STARLINK-5408,8.5113,8.514,0.234,478.2,0.0269,1.0,0
7836,STARLINK-2499,STARLINK-34790,8.7148,9.33,0.238,479.1,0.0267,1.0,0
7837,STARLINK-4730,STARLINK-34858,9.1468,9.252,0.249,465.9,0.0266,1.0,0
7838,STARLINK-4718,STARLINK-31844,6.9341,7.136,0.19,468.5,0.0266,1.0,0
7839,STARLINK-2098,STARLINK-34672,5.9668,7.592,0.163,472.0,0.0264,1.0,0
7840,STARLINK-3623,STARLINK-37210,6.9723,7.022,0.189,461.1,0.0264,1.0,0
7841,STARLINK-3609,STARLINK-35942,7.8597,8.419,0.212,459.5,0.0263,1.0,0
7842,STARLINK-3172,STARLINK-32025,6.9412,6.974,0.187,476.6,0.0262,1.0,0
7843,STARLINK-32350,STARLINK-35231,9.4494,9.646,0.252,479.3,0.0261,1.0,0
7844,STARLINK-34371,STARLINK-34582,8.5643,9.968,0.229,466.1,0.0261,1.0,0
7845,STARLINK-2502,STARLINK-35563,9.2103,9.552,0.245,465.9,0.026,1.0,0
7846,STARLINK-3965,KUIPER-00594,8.0112,8.773,0.214,467.5,0.0261,1.0,0
7847,STARLINK-3764,STARLINK-32259,7.9657,8.513,0.212,479.7,0.026,1.0,0
7848,STARLINK-34136,STARLINK-34561,6.629,7.538,0.177,471.4,0.0259,1.0,0
7849,STARLINK-4778,STARLINK-37089,8.9635,9.225,0.237,476.2,0.0259,1.0,0
7850,STARLINK-4188,STARLINK-32149,9.7175,9.81,0.257,487.6,0.0259,1.0,0
7851,STARLINK-2711,STARLINK-34474,8.6061,8.623,0.227,479.3,0.0258,1.0,0
7852,STARLINK-3162,STARLINK-3132,6.1006,6.935,0.162,480.2,0.0257,1.0,0
7853,STARLINK-3724,STARLINK-34551,7.1941,7.268,0.19,463.0,0.0257,1.0,0
7854,STARLINK-2683,STARLINK-32553,8.3734,8.373,0.22,479.2,0.0257,1.0,0
7855,STARLINK-32244,STARLINK-35333,8.9452,8.953,0.234,465.8,0.0256,1.0,0
7856,STARLINK-4316,TIANMU-1 20,6.1115,6.523,0.161,481.4,0.0255,1.0,0
7857,STARLINK-1556,STARLINK-32224,7.9333,8.482,0.207,465.8,0.0255,1.0,0
7858,STARLINK-4533,STARLINK-32359,8.6011,9.511,0.224,479.2,0.0255,1.0,0
7859,STARLINK-30101,STARLINK-31363,7.6576,8.879,0.2,489.3,0.0255,1.0,0
7860,STARLINK-2031,STARLINK-5454,8.1935,9.857,0.213,465.8,0.0254,1.0,0
7861,STARLINK-2533,STARLINK-31939,5.12,5.569,0.135,485.8,0.0254,1.0,0
7862,STARLINK-30934,STARLINK-37288,6.8871,7.098,0.179,461.6,0.0253,1.0,0
7863,STARLINK-2017,STARLINK-31122,5.4257,5.779,0.142,472.2,0.0252,1.0,0
7864,STARLINK-4739,STARLINK-34655,9.7439,9.75,0.249,479.2,0.025,1.0,0
7865,STARLINK-34760,STARLINK-35526,9.6022,9.602,0.245,483.0,0.025,1.0,0
7866,STARLINK-33681,STARLINK-35967,7.8695,9.491,0.201,474.7,0.0249,1.0,0
7867,STARLINK-4778,STARLINK-31361,9.6513,9.651,0.245,475.7,0.0249,1.0,0
7868,STARLINK-30412,STARLINK-35485,4.2983,4.351,0.112,485.9,0.0249,1.0,0
7869,STARLINK-2063,STARLINK-32814,9.2556,9.357,0.234,466.0,0.0247,1.0,0
7870,STARLINK-3623,STARLINK-37210,7.4461,7.824,0.189,473.1,0.0247,1.0,0
7871,STARLINK-2170,STARLINK-36769,5.7137,6.389,0.146,472.0,0.0247,1.0,0
7872,STARLINK-34220,STARLINK-37180,9.4315,9.529,0.237,479.2,0.0246,1.0,0
7873,STARLINK-2415,STARLINK-37469,8.7453,8.746,0.22,465.6,0.0246,1.0,0
7874,STARLINK-3931,STARLINK-34897,9.4262,9.71,0.236,463.0,0.0245,1.0,0
7875,STARLINK-4146,STARLINK-32698,5.9061,5.907,0.15,478.1,0.0246,1.0,0
7876,TIANYI C,BRO-17,8.4988,9.955,0.211,507.9,0.0243,0.9,0
7877,STARLINK-4283,STARLINK-32573,8.2499,8.296,0.205,465.8,0.0243,0.9,0
7878,STARLINK-4208,STARLINK-32134,6.619,7.441,0.165,476.7,0.0242,0.9,0
7879,STARLINK-5051,STARLINK-35237,8.1854,9.189,0.202,485.8,0.0241,0.9,0
7880,STARLINK-32223,STARLINK-35237,6.7997,7.345,0.169,471.7,0.0241,0.9,0
7881,STARLINK-2566,STARLINK-32005,4.5984,4.608,0.116,472.1,0.0242,0.9,0
7882,SITRO-AIS-61,ALSAT-3A,5.7166,7.017,0.142,503.9,0.024,0.9,0
7883,STARLINK-30923,STARLINK-36206,9.7535,9.95,0.236,473.7,0.0237,0.9,0
7884,STARLINK-2410,STARLINK-34645,6.2988,7.285,0.154,471.9,0.0237,0.9,0
7885,STARLINK-1577,STARLINK-2251,7.4222,7.459,0.18,473.3,0.0236,0.9,0
7886,STARLINK-1557,STARLINK-34365,8.1026,8.16,0.196,465.8,0.0236,0.9,0
7887,ALTAIR (RS65S),STARLINK-37195,8.1195,9.531,0.197,476.6,0.0237,0.9,0
7888,STARLINK-3450,STARLINK-34513,6.6107,7.404,0.161,473.9,0.0236,0.9,0
7889,STARLINK-32512,STARLINK-34249,9.1301,9.221,0.219,479.4,0.0235,0.9,0
7890,STARLINK-3131,STARLINK-35061,9.2354,9.693,0.221,479.0,0.0234,0.9,0
7891,FLOCK 4G-7,FLOCK 4G-24,5.6922,6.643,0.138,491.2,0.0234,0.9,0
7892,STARLINK-4531,STARLINK-32174,9.3291,9.487,0.222,479.4,0.0233,0.9,0
7893,STARLINK-2755,STARLINK-3294,9.1638,9.819,0.218,480.5,0.0233,0.9,0
7894,STARLINK-34602,STARLINK-36348,8.2958,9.518,0.196,479.3,0.0231,0.9,0
7895,2025-313Z,2025-313AS,2.1669,2.366,0.055,509.4,0.0232,0.9,0
7896,NUSAT-35 (WILLIAMINA),STARLINK-36327,5.2488,5.779,0.125,463.2,0.0229,0.9,0
7897,STARLINK-31280,STARLINK-34918,7.9961,8.055,0.187,479.3,0.0228,0.9,0
7898,STARLINK-4201,STARLINK-5444,5.6263,6.075,0.132,481.4,0.0227,0.9,0
7899,LEMUR-2-STAS-GORBUK,ZORKY-2M 7,6.3262,6.484,0.147,503.2,0.0225,0.9,0
7900,STARLINK-2370,STARLINK-32735,6.1266,6.19,0.143,480.4,0.0226,0.9,0
7901,TRANSPORTER-15 OBJECT L,SITRO-AIS-60,7.5926,8.467,0.176,504.6,0.0226,0.9,0
7902,STARLINK-2454,STARLINK-35516,3.9942,4.004,0.094,485.5,0.0224,0.9,0
7903,YAOGAN-30 03A,YAOGAN-30 11C,7.1264,7.208,0.165,564.9,0.0225,0.9,0
7904,ZORKIY-2M-VPE,GALAPAGOS-UTE-SWSU,2.6767,2.686,0.065,506.0,0.0226,0.9,0
7905,STARLINK-31836,STARLINK-35955,4.8044,4.862,0.112,485.5,0.0224,0.9,0
7906,STARLINK-5155,STARLINK-35947,8.3703,9.102,0.19,460.2,0.0222,0.9,0
7907,STARLINK-4403,STARLINK-4384,7.4644,7.467,0.17,549.5,0.0222,0.9,0
7908,SWARM A,SWARM C,8.3564,8.463,0.19,414.1,0.0222,0.9,0
7909,2023-085L,STARLINK-36715,4.4614,4.718,0.103,480.5,0.0221,0.9,0
7910,STARLINK-5057,STARLINK-34073,8.0217,8.512,0.181,485.9,0.022,0.9,0
7911,STARLINK-34371,STARLINK-35317,9.2429,9.243,0.207,465.8,0.0219,0.9,0
7912,STARLINK-4564,STARLINK-32017,2.7185,3.2,0.064,489.0,0.0219,0.9,0
7913,STARLINK-2685,STARLINK-32698,8.4215,9.223,0.188,479.4,0.0218,0.9,0
7914,STARLINK-1560,STARLINK-34395,9.261,9.267,0.205,465.8,0.0217,0.8,0
7915,IRIDE FM8,FLOCK 4H-36,1.741,1.84,0.042,518.3,0.0216,0.8,0
7916,STARLINK-4779,STARLINK-35202,7.0789,7.231,0.157,464.9,0.0216,0.8,0
7917,STARLINK-4094,STARLINK-35708,6.4398,6.442,0.143,476.6,0.0215,0.8,0
7918,STARLINK-2431,STARLINK-35686,8.3166,8.358,0.183,465.7,0.0215,0.8,0
7919,STARLINK-2537,STARLINK-32395,6.4145,7.167,0.142,472.1,0.0215,0.8,0
7920,STARLINK-2746,STARLINK-34001,8.3504,8.545,0.183,465.8,0.0214,0.8,0
7921,TRANSPORTER-10 OBJECT AD,STARLINK-37203,3.6911,3.804,0.083,478.8,0.0213,0.8,0
7922,STARLINK-1460,STARLINK-2119,6.8337,7.14,0.148,464.6,0.021,0.8,0
7923,STARLINK-32136,STARLINK-35926,7.519,7.892,0.163,472.1,0.0211,0.8,0
7924,STARLINK-4000,STARLINK-37355,8.304,9.759,0.178,473.8,0.0209,0.8,0
7925,UNICORN-2L,FLOCK 4H-16,6.2949,7.075,0.136,517.9,0.0209,0.8,0
7926,IRIDE FM3,2025-313AL,5.9084,6.111,0.128,498.2,0.021,0.8,0
7927,BEE-1000,COSMIC,2.6104,3.02,0.059,590.1,0.021,0.8,0
7928,STARLINK-4718,STARLINK-31844,8.8804,9.232,0.189,481.7,0.0208,0.8,0
7929,STARLINK-5025,STARLINK-34469,8.5814,9.296,0.182,485.4,0.0207,0.8,0
7930,STARLINK-30424,STARLINK-31644,7.7061,8.213,0.164,466.1,0.0207,0.8,0
7931,STARLINK-2426,STARLINK-35402,6.3502,6.464,0.136,472.2,0.0208,0.8,0
7932,2024-174A,SUPERVIEW NEO-2 05,2.7927,2.824,0.062,523.5,0.0207,0.8,0
7933,STARLINK-3450,STARLINK-34513,7.5905,7.806,0.161,460.1,0.0207,0.8,0
7934,STARLINK-34074,STARLINK-34122,7.1532,7.49,0.152,471.8,0.0207,0.8,0
7935,STARLINK-2378,STARLINK-37332,9.0091,9.546,0.19,465.9,0.0206,0.8,0
7936,STARLINK-3341,STARLINK-35727,5.2555,5.298,0.112,464.3,0.0205,0.8,0
7937,STARLINK-1591,STARLINK-32822,8.2669,9.604,0.174,465.9,0.0206,0.8,0
7938,STARLINK-2675,STARLINK-3334,8.432,9.172,0.177,480.7,0.0205,0.8,0
7939,STARLINK-2235,STARLINK-35559,5.1115,6.001,0.109,485.8,0.0205,0.8,0
7940,STARLINK-2387,STARLINK-34401,8.0587,8.158,0.169,479.0,0.0205,0.8,0
7941,STARLINK-2106,STARLINK-35592,8.3902,9.472,0.175,479.2,0.0204,0.8,0
7942,STARLINK-5458,STARLINK-33734,9.3555,9.443,0.195,465.7,0.0204,0.8,0
7943,SCS-01 E,TRANSPORTER-15 OBJECT CX,8.648,8.648,0.18,518.8,0.0203,0.8,0
7944,STARLINK-4316,TIANMU-1 20,7.8097,8.048,0.161,481.4,0.0201,0.8,0
7945,2024-205P,2026-134C,8.2824,8.399,0.17,523.3,0.02,0.8,0
7946,STARLINK-3926,STARLINK-34787,5.9529,6.295,0.123,474.0,0.02,0.8,0
7947,STARLINK-31828,STARLINK-34174,8.708,9.336,0.178,479.3,0.02,0.8,0
7948,STARLINK-35813,STARLINK-35821,7.6191,8.43,0.156,465.7,0.02,0.8,0
7949,SPEQTRE,DCS-1,6.2661,6.402,0.129,498.9,0.02,0.8,0
7950,SCS-01 F,TRANSPORTER-15 OBJECT AB,8.3583,8.73,0.169,517.5,0.0197,0.8,0
7951,STARLINK-32865,STARLINK-35821,8.5639,8.649,0.171,479.3,0.0195,0.8,0
7952,STARLINK-32202,STARLINK-35217,3.8384,3.847,0.079,485.5,0.0196,0.8,0
7953,2023-081W,2023-091F,5.172,5.806,0.105,493.6,0.0195,0.8,0
7954,STARLINK-2150,STARLINK-33767,7.4804,8.014,0.15,471.9,0.0195,0.8,0
7955,SCORPION (RS89S),ALSAT-3B,3.9746,4.301,0.081,511.8,0.0194,0.8,0
7956,STARLINK-2750,STARLINK-32079,8.9672,9.099,0.175,472.0,0.0191,0.7,0
7957,STARLINK-33839,STARLINK-34594,6.1329,6.67,0.12,485.1,0.0189,0.7,0
7958,STARLINK-2633,STARLINK-30493,8.8933,9.104,0.172,485.6,0.0189,0.7,0
7959,IRIDE FM5,LEMUR-2-LAILA,2.4256,2.796,0.05,517.3,0.019,0.7,0
7960,STARLINK-2380,STARLINK-35826,7.8264,7.91,0.151,472.0,0.0188,0.7,0
7961,STARLINK-2629,STARLINK-31984,8.9024,8.98,0.171,485.8,0.0188,0.7,0
7962,STARLINK-5214,STARLINK-31048,9.4729,9.736,0.182,465.6,0.0188,0.7,0
7963,SCS-01 K,FLOCK 4H-31,5.8568,5.999,0.114,503.2,0.0188,0.7,0
7964,HYPERFIELD-1A,FLOCK 4G-11,8.5356,9.509,0.164,489.8,0.0188,0.7,0
7965,STARLINK-2574,STARLINK-35288,9.1063,9.318,0.174,479.1,0.0187,0.7,0
